
(170, 0.1, 20.153750737508137)
(170, 0.01, 0.0070815282718588906)
(170, 0.05, 1.4389048566420872)
(170, 0.001, 1.2749024208945532)
(175, 0.1, 19.311779022216797)
(175, 0.01, 0.12450326389322679)
(175, 0.05, 1.9864321897427242)
(175, 0.001, 1.1013274503250916)
(180, 0.1, 20.072806040445965)
(180, 0.01, 0.013041011601065597)
(180, 0.05, 0.9314799644052982)
(180, 0.001, 1.4849503071357806)
(185, 0.1, 25.396371841430664)
(185, 0.01, 0.004277649451978505)
(185, 0.05, 4.528862913449605)
(185, 0.001, 0.8866118757675091)
(170, 0.5, 61.6534169514974)
(175, 0.5, 63.71589660644531)
(180, 0.5, 62.074937184651695)
(185, 0.5, 63.95395533243815)
(170, 0.005, 0.015972093329764903)
(175, 0.005, 0.02396754699293524)
(180, 0.005, 0.06452765284727018)
(185, 0.005, 0.016744648669070255)
(190, 0.005, 0.010144008575783422)
(190, 0.01, 0.006501378181080024)
