
(150, 0.1, 17.91024335225423)
(150, 0.01, 0.006947972695343196)
(150, 0.001, 1.9914378725613158)
(160, 0.1, 22.86865234375)
(160, 0.01, 0.026880292532344658)
(160, 0.001, 1.244400916621089)
(170, 0.1, 21.69866434733073)
(170, 0.01, 0.0074865014757961035)
(170, 0.001, 0.44941606489010155)
(180, 0.1, 19.155102411905926)
(180, 0.01, 0.008456308976747096)
(180, 0.001, 1.348995417356491)
(190, 0.1, 19.906043370564777)
(190, 0.01, 0.006330051934734608)
(190, 0.001, 1.419216627875964)
(200, 0.1, 25.1427739461263)
(200, 0.01, 0.00939470094939073)
(200, 0.001, 1.1028833171973627)
(180, 0.05, 3.202485124270121)
(180, 0.005, 0.01824438323577245)
(185, 0.05, 3.357903083165487)
(185, 0.005, 0.009400255454238504)
(190, 0.05, 9.93917147318522)
(190, 0.005, 0.019499875139445066)
(195, 0.05, 1.2827047904332478)
(195, 0.005, 0.01385344642524918)
(200, 0.05, 6.760594924290975)
(200, 0.005, 0.00611659109320802)
(205, 0.05, 1.0098574714114268)
(205, 0.005, 0.06824041344225407)
(185, 0.05, 1.4451235632101695)
(185, 0.005, 0.01073193239669005)
(195, 0.05, 4.485997835795085)
(195, 0.05, 0.10413579518596332)
(195, 0.005, 0.005603421382450809)
(205, 0.05, 2.6642379760742188)
(205, 0.005, 0.010393214761279523)
(195, 0.1, 25.193196614583332)
(195, 0.01, 0.013786747605384638)
(195, 0.001, 0.9862845406557122)
(205, 0.1, 19.36625099182129)
(205, 0.01, 0.019593890940692898)
(205, 0.001, 0.31885617583369213)
