
(150, 0.01, 0.02012740649903814)
(150, 0.001, 0.03080064244568348)
(155, 0.01, 0.004448939114809036)
(155, 0.001, 0.030667778725425403)
(160, 0.01, 0.006681314669549465)
(160, 0.001, 0.02528580146220823)
(165, 0.01, 0.03412648709490895)
(165, 0.001, 0.03078859664189319)
(170, 0.01, 0.03975630124720434)
(170, 0.001, 0.02864171378314495)
(175, 0.01, 0.006157752281675736)
(175, 0.001, 0.01899586703317861)
(180, 0.01, 1.7413466746608417)
(180, 0.001, 0.02067394251935184)
(185, 0.01, 4.433818001455317)
(185, 0.001, 0.02081172331236303)
(190, 0.01, 0.018401828594505787)
(190, 0.001, 0.019187669968232512)
(195, 0.01, 4.918179815945526)
(195, 0.001, 0.01707246309767167)
(200, 0.01, 0.05790498976906141)
(200, 0.001, 0.015054918049524227)
