
(2.986199951171875, 256, 0.1, 2)
(2.7556142449378966, 256, 0.1, 4)
(2.4068999767303465, 256, 0.1, 8)
(2.541697061061859, 256, 0.1, 16)
(2.3557609915733337, 256, 0.1, 32)
(3.4732357919216157, 256, 0.01, 2)
(2.9163418650627135, 256, 0.01, 4)
(2.797225332260132, 256, 0.01, 8)
(2.8916321456432343, 256, 0.01, 16)
(2.0965808749198915, 256, 0.01, 32)
(6.807024455070495, 256, 0.001, 2)
(8.871706008911133, 256, 0.001, 4)
(7.962853050231933, 256, 0.001, 8)
(6.810236835479737, 256, 0.001, 16)
(6.9803342580795285, 256, 0.001, 32)
(8.244281721115112, 256, 0.0001, 2)
(9.386403369903565, 256, 0.0001, 4)
(8.77079381942749, 256, 0.0001, 8)
(8.026073265075684, 256, 0.0001, 16)
(8.134056425094604, 256, 0.0001, 32)
(8.92488169670105, 256, 1e-05, 2)
(7.9131145000457765, 256, 1e-05, 4)
(8.253961849212647, 256, 1e-05, 8)
(8.060558223724366, 256, 1e-05, 16)
(8.68948802947998, 256, 1e-05, 32)
