
(11.247549438476563, 256, 0.1, 2)
(11.023527383804321, 256, 0.1, 4)
(11.076452159881592, 256, 0.1, 8)
(10.992527866363526, 256, 0.1, 16)
(11.027807474136353, 256, 0.1, 32)
(4.267184495925903, 256, 0.01, 2)
(2.7689190030097963, 256, 0.01, 4)
(3.224341261386871, 256, 0.01, 8)
(3.55876282453537, 256, 0.01, 16)
(3.024128425121307, 256, 0.01, 32)
(2.5364464104175566, 256, 0.001, 2)
(2.7317901134490965, 256, 0.001, 4)
(2.478697192668915, 256, 0.001, 8)
(2.784029561281204, 256, 0.001, 16)
(2.658241033554077, 256, 0.001, 32)
(2.5375760793685913, 256, 0.0001, 2)
(2.6175968050956726, 256, 0.0001, 4)
(2.4896745562553404, 256, 0.0001, 8)
(2.4951342582702636, 256, 0.0001, 16)
(2.800300681591034, 256, 0.0001, 32)
(2.5122359871864317, 256, 1e-05, 2)
(2.4656907677650453, 256, 1e-05, 4)
(2.5956527948379517, 256, 1e-05, 8)
(2.7101122975349425, 256, 1e-05, 16)
(2.5278335094451903, 256, 1e-05, 32)
