
(37.901132583618164, 256, 0.01, 8, 1.0)
(43.15206127166748, 256, 0.001, 8, 1.0)
(20.695688819885255, 256, 1e-05, 16, 0.2)
(27.696845054626465, 256, 0.1, 16, 0.2)
(21.711104583740234, 256, 0.0001, 16, 0.0)
(17.677563762664796, 256, 0.01, 16, 0.0)
(20.60263137817383, 256, 0.001, 16, 0.0)
(28.872756671905517, 256, 1e-05, 16, 0.4)
(38.73830099105835, 256, 0.1, 16, 0.4)
(21.310686779022216, 256, 0.001, 16, 0.2)
(21.023122215270995, 256, 0.0001, 16, 0.2)
(22.280464076995848, 256, 0.01, 16, 0.2)
(28.916068649291994, 256, 1e-05, 16, 0.6000000000000001)
(33.20891408920288, 256, 0.1, 16, 0.6000000000000001)
(25.17714900970459, 256, 0.001, 16, 0.4)
(26.01478099822998, 256, 0.0001, 16, 0.4)
(27.281673240661622, 256, 0.01, 16, 0.4)
(34.43876714706421, 256, 1e-05, 16, 0.8)
(46.556884765625, 256, 0.1, 16, 0.8)
(47.22511749267578, 256, 0.001, 16, 0.6000000000000001)
(29.382615756988525, 256, 0.0001, 16, 0.6000000000000001)
(35.801949214935306, 256, 0.01, 16, 0.6000000000000001)
(41.902347564697266, 256, 1e-05, 16, 1.0)
(45.18030414581299, 256, 0.1, 16, 1.0)
(39.60672674179077, 256, 0.001, 16, 0.8)
(45.46363773345947, 256, 0.0001, 16, 0.8)
(33.16602058410645, 256, 0.01, 16, 0.8)
(21.89241886138916, 256, 1e-05, 32, 0.0)
(19.381884384155274, 256, 0.1, 32, 0.0)
(41.648613357543944, 256, 0.001, 16, 1.0)
(51.41550121307373, 256, 0.0001, 16, 1.0)
(41.10192737579346, 256, 0.01, 16, 1.0)
(22.045403242111206, 256, 1e-05, 32, 0.2)
(21.388171195983887, 256, 0.1, 32, 0.2)
(20.289622592926026, 256, 0.001, 32, 0.0)
(21.878161239624024, 256, 0.0001, 32, 0.0)
(17.564453506469725, 256, 0.01, 32, 0.0)
(25.694950675964357, 256, 1e-05, 32, 0.4)
(32.245888805389406, 256, 0.1, 32, 0.4)
(21.134845638275145, 256, 0.001, 32, 0.2)
(20.703432607650758, 256, 0.0001, 32, 0.2)
(21.064463233947755, 256, 0.01, 32, 0.2)
(30.48931770324707, 256, 1e-05, 32, 0.6000000000000001)
(42.501487731933594, 256, 0.1, 32, 0.6000000000000001)
(27.556223106384277, 256, 0.001, 32, 0.4)
(25.543350601196288, 256, 0.01, 32, 0.4)
(28.94444007873535, 256, 0.0001, 32, 0.4)
(36.15306491851807, 256, 1e-05, 32, 0.8)
(38.95155830383301, 256, 0.1, 32, 0.8)
(31.11329174041748, 256, 0.001, 32, 0.6000000000000001)
(27.44328966140747, 256, 0.01, 32, 0.6000000000000001)
(55.771474838256836, 256, 1e-05, 32, 1.0)
(29.147583198547363, 256, 0.0001, 32, 0.6000000000000001)
(46.32986907958984, 256, 0.1, 32, 1.0)
(30.14694137573242, 256, 0.001, 32, 0.8)
(32.384293746948245, 256, 0.01, 32, 0.8)
(37.140220642089844, 256, 0.0001, 32, 0.8)
(40.53431386947632, 256, 0.001, 32, 1.0)
(47.8775749206543, 256, 0.01, 32, 1.0)
(32.64907178878784, 256, 0.0001, 32, 1.0)
