
(22.18377799987793, 256, 1e-05, 2, 0.0)
(19.330308055877687, 256, 0.1, 2, 0.0)
(21.95547037124634, 256, 0.0001, 2, 0.0)
(20.257433795928954, 256, 0.001, 2, 0.0)
(17.785542011260986, 256, 0.01, 2, 0.0)
(20.155834007263184, 256, 1e-05, 2, 0.2)
(22.720697116851806, 256, 0.1, 2, 0.2)
(22.633855628967286, 256, 0.0001, 2, 0.2)
(19.399815368652344, 256, 0.001, 2, 0.2)
(21.621536445617675, 256, 0.01, 2, 0.2)
(25.03232069015503, 256, 1e-05, 2, 0.4)
(32.62191791534424, 256, 0.1, 2, 0.4)
(25.848923778533937, 256, 0.0001, 2, 0.4)
(23.175929927825926, 256, 0.001, 2, 0.4)
(25.91751022338867, 256, 0.01, 2, 0.4)
(28.80540246963501, 256, 1e-05, 2, 0.6000000000000001)
(37.96634368896484, 256, 0.1, 2, 0.6000000000000001)
(30.703257179260255, 256, 0.0001, 2, 0.6000000000000001)
(27.576000881195068, 256, 0.001, 2, 0.6000000000000001)
(32.311942672729494, 256, 0.01, 2, 0.6000000000000001)
(32.26008129119873, 256, 1e-05, 2, 0.8)
(51.37129230499268, 256, 0.1, 2, 0.8)
(29.53401231765747, 256, 0.0001, 2, 0.8)
(55.80041007995605, 256, 0.001, 2, 0.8)
(27.399858951568604, 256, 0.01, 2, 0.8)
(37.06655349731445, 256, 1e-05, 2, 1.0)
(47.83314208984375, 256, 0.1, 2, 1.0)
(41.276025009155276, 256, 0.0001, 2, 1.0)
(38.24355707168579, 256, 0.001, 2, 1.0)
(47.10640621185303, 256, 0.01, 2, 1.0)
(21.958431243896484, 256, 1e-05, 4, 0.0)
(19.289947319030762, 256, 0.1, 4, 0.0)
(21.605928707122803, 256, 0.0001, 4, 0.0)
(20.462145614624024, 256, 0.001, 4, 0.0)
(17.829832553863525, 256, 0.01, 4, 0.0)
(22.43642406463623, 256, 1e-05, 4, 0.2)
(24.076126718521117, 256, 0.1, 4, 0.2)
(23.03186616897583, 256, 0.0001, 4, 0.2)
(20.761715602874755, 256, 0.001, 4, 0.2)
(20.949823474884035, 256, 0.01, 4, 0.2)
(24.540322685241698, 256, 1e-05, 4, 0.4)
(29.917050743103026, 256, 0.1, 4, 0.4)
(25.911339855194093, 256, 0.0001, 4, 0.4)
(27.358864307403564, 256, 0.001, 4, 0.4)
(28.406382846832276, 256, 0.01, 4, 0.4)
(30.978466796875, 256, 1e-05, 4, 0.6000000000000001)
(34.66365232467651, 256, 0.1, 4, 0.6000000000000001)
(30.40462694168091, 256, 0.0001, 4, 0.6000000000000001)
(30.47030391693115, 256, 0.001, 4, 0.6000000000000001)
(27.53911828994751, 256, 0.01, 4, 0.6000000000000001)
(38.240471076965335, 256, 1e-05, 4, 0.8)
(38.62760696411133, 256, 0.1, 4, 0.8)
(37.28167533874512, 256, 0.0001, 4, 0.8)
(36.94485769271851, 256, 0.001, 4, 0.8)
(33.542551803588864, 256, 0.01, 4, 0.8)
(69.39103288650513, 256, 1e-05, 4, 1.0)
(39.923127841949466, 256, 0.1, 4, 1.0)
(36.32231779098511, 256, 0.0001, 4, 1.0)
(22.44789848327637, 256, 1e-05, 8, 0.0)
(37.98880519866943, 256, 0.01, 4, 1.0)
(32.4050329208374, 256, 0.001, 4, 1.0)
(19.353993701934815, 256, 0.1, 8, 0.0)
(21.87603349685669, 256, 0.0001, 8, 0.0)
(21.18788824081421, 256, 1e-05, 8, 0.2)
(17.74188361167908, 256, 0.01, 8, 0.0)
(20.387895584106445, 256, 0.001, 8, 0.0)
(27.032859897613527, 256, 0.1, 8, 0.2)
(31.211672210693358, 256, 1e-05, 8, 0.4)
(22.616214656829833, 256, 0.0001, 8, 0.2)
(21.439389514923096, 256, 0.01, 8, 0.2)
(20.090956687927246, 256, 0.001, 8, 0.2)
(38.663767623901364, 256, 0.1, 8, 0.4)
(28.086762619018554, 256, 1e-05, 8, 0.6000000000000001)
(28.354104709625243, 256, 0.0001, 8, 0.4)
(26.280660724639894, 256, 0.01, 8, 0.4)
(29.563792419433593, 256, 0.001, 8, 0.4)
(36.98681507110596, 256, 0.1, 8, 0.6000000000000001)
(44.58458614349365, 256, 1e-05, 8, 0.8)
(32.463310623168944, 256, 0.0001, 8, 0.6000000000000001)
(32.16581687927246, 256, 0.01, 8, 0.6000000000000001)
(36.59824066162109, 256, 0.1, 8, 0.8)
(26.769271469116212, 256, 0.001, 8, 0.6000000000000001)
(46.52476501464844, 256, 1e-05, 8, 1.0)
(30.169272804260252, 256, 0.0001, 8, 0.8)
(38.05893268585205, 256, 0.1, 8, 1.0)
(32.60580635070801, 256, 0.01, 8, 0.8)
(39.055621814727786, 256, 0.001, 8, 0.8)
(22.45622158050537, 256, 1e-05, 16, 0.0)
(19.31827163696289, 256, 0.1, 16, 0.0)
(36.104865646362306, 256, 0.0001, 8, 1.0)
